Emotions,Path
Sadness,Datasets\ESD\0020\Sad\0020_001387.wav
Sadness,Datasets\TESS\YAF_sad\YAF_long_sad.wav
Disgust,Datasets\CREMA-D\1025_WSI_DIS_XX.wav
Surprise,Datasets\RAVDESS\Actor_04\03-01-08-02-02-01-04.wav
Happiness,Datasets\JL\female1_happy_12b_2.wav
Surprise,Datasets\ESD\0019\Surprise\0019_001711.wav
Happiness,Datasets\ESD\0011\Happy\0011_000847.wav
Surprise,Datasets\ESD\0013\Surprise\0013_001674.wav
Disgust,Datasets\CREMA-D\1050_IEO_DIS_LO.wav
Happiness,Datasets\ESD\0019\Happy\0019_000807.wav
Sadness,Datasets\TESS\YAF_sad\YAF_door_sad.wav
Surprise,Datasets\ESD\0011\Surprise\0011_001437.wav
Anger,Datasets\ESD\0013\Angry\0013_000679.wav
Happiness,Datasets\ESD\0020\Happy\0020_000956.wav
Sadness,Datasets\ESD\0019\Sad\0019_001290.wav
Neutral,Datasets\ASVP\ASVP5\03-01-02-02-32-28-02-02-02-11.wav
Disgust,Datasets\CREMA-D\1025_DFA_DIS_XX.wav
Happiness,Datasets\CREMA-D\1012_WSI_HAP_XX.wav
Disgust,Datasets\CREMA-D\1008_ITH_DIS_XX.wav
Sadness,Datasets\CREMA-D\1089_TAI_SAD_XX.wav
Surprise,Datasets\ESD\0012\Surprise\0012_001521.wav
Sadness,Datasets\ESD\0011\Sad\0011_001320.wav
Anger,Datasets\ESD\0013\Angry\0013_000612.wav
Sadness,Datasets\CREMA-D\1057_ITS_SAD_XX.wav
Fear,Datasets\CREMA-D\1038_DFA_FEA_XX.wav
Fear,Datasets\SAVEE\JE\f08.wav
Sadness,Datasets\ESD\0020\Sad\0020_001098.wav
Fear,Datasets\CREMA-D\1002_IEO_FEA_MD.wav
Happiness,Datasets\ESD\0015\Happy\0015_001002.wav
Neutral,Datasets\TESS\YAF_neutral\YAF_void_neutral.wav
Disgust,Datasets\CREMA-D\1026_TSI_DIS_XX.wav
Disgust,Datasets\ASVP\ASVP4\03-01-07-01-13-106-02-02-02-66.wav
Fear,Datasets\RAVDESS\Actor_11\03-01-06-01-02-02-11.wav
Happiness,Datasets\CREMA-D\1011_ITH_HAP_XX.wav
Disgust,Datasets\CREMA-D\1001_IWW_DIS_XX.wav
Fear,Datasets\RAVDESS-SONG\Actor_24\03-02-06-01-02-02-24.wav
Fear,Datasets\CREMA-D\1029_ITS_FEA_XX.wav
Happiness,Datasets\CREMA-D\1078_MTI_HAP_XX.wav
Happiness,Datasets\CREMA-D\1032_TIE_HAP_XX.wav
Disgust,Datasets\SAVEE\JE\d13.wav
Happiness,Datasets\ESD\0015\Happy\0015_000774.wav
Fear,Datasets\CREMA-D\1050_TAI_FEA_XX.wav
Sadness,Datasets\ESD\0017\Sad\0017_001379.wav
Surprise,Datasets\SAVEE\KL\su10.wav
Anger,Datasets\RAVDESS\Actor_19\03-01-05-01-02-02-19.wav
Surprise,Datasets\ESD\0013\Surprise\0013_001489.wav
Happiness,Datasets\CREMA-D\1020_TIE_HAP_XX.wav
Fear,Datasets\CREMA-D\1019_IOM_FEA_XX.wav
Neutral,Datasets\ESD\0020\Neutral\0020_000149.wav
Fear,Datasets\CREMA-D\1058_IWW_FEA_XX.wav
Fear,Datasets\CREMA-D\1052_ITS_FEA_XX.wav
Fear,Datasets\CREMA-D\1068_TIE_FEA_XX.wav
Anger,Datasets\CREMA-D\1091_IWL_ANG_XX.wav
Happiness,Datasets\CREMA-D\1075_TSI_HAP_XX.wav
Happiness,Datasets\ESD\0020\Happy\0020_000955.wav
Happiness,Datasets\ESD\0013\Happy\0013_001050.wav
Neutral,Datasets\ESD\0013\Neutral\0013_000277.wav
Disgust,Datasets\CREMA-D\1035_DFA_DIS_XX.wav
Happiness,Datasets\ESD\0013\Happy\0013_001047.wav
Disgust,Datasets\CREMA-D\1049_IEO_DIS_HI.wav
Surprise,Datasets\SAVEE\JK\su01.wav
Disgust,Datasets\TESS\YAF_disgust\YAF_fit_disgust.wav
Happiness,Datasets\JL\female2_happy_10b_1.wav
Anger,Datasets\TESS\YAF_angry\YAF_yes_angry.wav
Surprise,Datasets\ESD\0011\Surprise\0011_001684.wav
Surprise,Datasets\ESD\0018\Surprise\0018_001578.wav
Sadness,Datasets\RAVDESS\Actor_24\03-01-04-02-02-01-24.wav
Anger,Datasets\ESD\0012\Angry\0012_000407.wav
Surprise,Datasets\ESD\0014\Surprise\0014_001735.wav
Surprise,Datasets\ESD\0014\Surprise\0014_001412.wav
Disgust,Datasets\ASVP\ASVP5\03-01-07-01-26-65-02-02-02.wav
Anger,Datasets\RAVDESS\Actor_06\03-01-05-01-02-01-06.wav
Sadness,Datasets\ESD\0020\Sad\0020_001275.wav
Disgust,Datasets\TESS\YAF_disgust\YAF_take_disgust.wav
Sadness,Datasets\ESD\0012\Sad\0012_001098.wav
Neutral,Datasets\ASVP\ASVP5\03-01-02-01-02-56-02-02-02-12.wav
Anger,Datasets\RAVDESS\Actor_21\03-01-05-01-01-01-21.wav
Surprise,Datasets\ASVP\ASVP5\03-01-08-01-02-76-02-02-02.wav
Surprise,Datasets\ESD\0014\Surprise\0014_001484.wav
Neutral,Datasets\ASVP\ASVP4\03-01-02-01-02-104-02-02-02-66.wav
Surprise,Datasets\ESD\0016\Surprise\0016_001678.wav
Happiness,Datasets\ESD\0015\Happy\0015_000799.wav
Sadness,Datasets\CREMA-D\1011_IEO_SAD_HI.wav
Anger,Datasets\ESD\0017\Angry\0017_000479.wav
Surprise,Datasets\ESD\0015\Surprise\0015_001737.wav
Fear,Datasets\CREMA-D\1012_IWW_FEA_XX.wav
Happiness,Datasets\CREMA-D\1071_MTI_HAP_XX.wav
Neutral,Datasets\ASVP\ASVP5\03-01-02-01-07-64-02-02-02.wav
Neutral,Datasets\ESD\0014\Neutral\0014_000207.wav
Neutral,Datasets\ESD\0012\Neutral\0012_000028.wav
Surprise,Datasets\ESD\0013\Surprise\0013_001684.wav
Neutral,Datasets\CREMA-D\1023_IWW_NEU_XX.wav
Surprise,Datasets\ESD\0015\Surprise\0015_001436.wav
Surprise,Datasets\ESD\0015\Surprise\0015_001709.wav
Surprise,Datasets\ESD\0011\Surprise\0011_001738.wav
Happiness,Datasets\ESD\0012\Happy\0012_000891.wav
Happiness,Datasets\ESD\0019\Happy\0019_000952.wav
Happiness,Datasets\CREMA-D\1005_DFA_HAP_XX.wav
Anger,Datasets\ESD\0012\Angry\0012_000445.wav
Surprise,Datasets\ESD\0012\Surprise\0012_001695.wav
Fear,Datasets\CREMA-D\1012_MTI_FEA_XX.wav
Surprise,Datasets\ESD\0017\Surprise\0017_001425.wav
Happiness,Datasets\TESS\YAF_happy\YAF_hit_happy.wav
Sadness,Datasets\CREMA-D\1044_MTI_SAD_XX.wav
Anger,Datasets\CREMA-D\1024_IOM_ANG_XX.wav
Sadness,Datasets\ESD\0018\Sad\0018_001229.wav
Sadness,Datasets\ESD\0012\Sad\0012_001162.wav
Surprise,Datasets\ESD\0015\Surprise\0015_001456.wav
Anger,Datasets\CREMA-D\1062_MTI_ANG_XX.wav
Sadness,Datasets\ESD\0019\Sad\0019_001388.wav
Happiness,Datasets\ESD\0012\Happy\0012_000927.wav
Surprise,Datasets\ESD\0020\Surprise\0020_001426.wav
Surprise,Datasets\ESD\0013\Surprise\0013_001563.wav
Fear,Datasets\CREMA-D\1005_IEO_FEA_HI.wav
Sadness,Datasets\ESD\0017\Sad\0017_001157.wav
Surprise,Datasets\ESD\0018\Surprise\0018_001566.wav
Disgust,Datasets\TESS\OAF_disgust\OAF_week_disgust.wav
Fear,Datasets\TESS\OAF_Fear\OAF_mood_fear.wav
Happiness,Datasets\ESD\0012\Happy\0012_000745.wav
Happiness,Datasets\CREMA-D\1031_IWW_HAP_XX.wav
Neutral,Datasets\ESD\0015\Neutral\0015_000091.wav
Disgust,Datasets\CREMA-D\1085_TIE_DIS_XX.wav
Disgust,Datasets\CREMA-D\1034_ITH_DIS_XX.wav
Sadness,Datasets\ESD\0011\Sad\0011_001071.wav
Disgust,Datasets\CREMA-D\1054_TSI_DIS_XX.wav
Neutral,Datasets\ESD\0014\Neutral\0014_000160.wav
Anger,Datasets\TESS\YAF_angry\YAF_lose_angry.wav
Anger,Datasets\CREMA-D\1030_IEO_ANG_LO.wav
Neutral,Datasets\JL\female1_neutral_14b_2.wav
Surprise,Datasets\ESD\0020\Surprise\0020_001553.wav
Disgust,Datasets\TESS\OAF_disgust\OAF_get_disgust.wav
Fear,Datasets\CREMA-D\1021_IEO_FEA_MD.wav
Fear,Datasets\RAVDESS\Actor_05\03-01-06-02-01-01-05.wav
Fear,Datasets\CREMA-D\1076_IEO_FEA_LO.wav
Disgust,Datasets\CREMA-D\1040_ITS_DIS_XX.wav
Disgust,Datasets\ASVP\ASVP5\03-01-07-01-39-108-02-02-02-17.wav
Disgust,Datasets\ASVP\ASVP5\03-01-07-01-01-28-02-02-02.wav
Disgust,Datasets\CREMA-D\1015_TAI_DIS_XX.wav
Neutral,Datasets\ESD\0016\Neutral\0016_000271.wav
Surprise,Datasets\ESD\0016\Surprise\0016_001646.wav
Surprise,Datasets\ESD\0016\Surprise\0016_001458.wav
Neutral,Datasets\CREMA-D\1035_WSI_NEU_XX.wav
Disgust,Datasets\CREMA-D\1034_TIE_DIS_XX.wav
Sadness,Datasets\JL\male2_sad_3a_2.wav
Anger,Datasets\ESD\0011\Angry\0011_000465.wav
Neutral,Datasets\ESD\0019\Neutral\0019_000152.wav
Neutral,Datasets\ESD\0018\Neutral\0018_000196.wav
Surprise,Datasets\TESS\YAF_pleasant_surprised\YAF_check_ps.wav
Fear,Datasets\TESS\YAF_fear\YAF_bar_fear.wav
Sadness,Datasets\ESD\0014\Sad\0014_001324.wav
Sadness,Datasets\ESD\0017\Sad\0017_001186.wav
Surprise,Datasets\ESD\0012\Surprise\0012_001749.wav
Neutral,Datasets\ESD\0013\Neutral\0013_000135.wav
Happiness,Datasets\JL\male1_happy_13a_2.wav
Disgust,Datasets\CREMA-D\1023_IOM_DIS_XX.wav
Happiness,Datasets\ESD\0015\Happy\0015_000776.wav
Sadness,Datasets\ESD\0014\Sad\0014_001277.wav
Anger,Datasets\ESD\0018\Angry\0018_000543.wav
Surprise,Datasets\ESD\0016\Surprise\0016_001501.wav
Disgust,Datasets\SAVEE\JK\d07.wav
Surprise,Datasets\ESD\0015\Surprise\0015_001666.wav
Disgust,Datasets\TESS\YAF_disgust\YAF_whip_disgust.wav
Fear,Datasets\CREMA-D\1049_IEO_FEA_HI.wav
Sadness,Datasets\TESS\YAF_sad\YAF_yearn_sad.wav
Surprise,Datasets\ESD\0017\Surprise\0017_001533.wav
Anger,Datasets\ESD\0019\Angry\0019_000577.wav
Happiness,Datasets\CREMA-D\1053_IEO_HAP_MD.wav
Fear,Datasets\TESS\OAF_Fear\OAF_sure_fear.wav
Disgust,Datasets\TESS\YAF_disgust\YAF_pass_disgust.wav
Disgust,Datasets\ASVP\ASVP5\03-01-07-01-01-118-02-02-02-17.wav
Surprise,Datasets\ESD\0017\Surprise\0017_001681.wav
Anger,Datasets\ESD\0020\Angry\0020_000629.wav
Anger,Datasets\ESD\0012\Angry\0012_000614.wav
Fear,Datasets\TESS\YAF_fear\YAF_vote_fear.wav
Fear,Datasets\CREMA-D\1047_ITS_FEA_XX.wav
Disgust,Datasets\CREMA-D\1073_IEO_DIS_LO.wav
Surprise,Datasets\ESD\0012\Surprise\0012_001591.wav
Neutral,Datasets\ASVP\ASVP3\03-01-02-01-14-100-02-01-02-12-03.wav
Happiness,Datasets\ESD\0011\Happy\0011_000857.wav
Disgust,Datasets\CREMA-D\1037_IEO_DIS_HI.wav
Neutral,Datasets\ESD\0018\Neutral\0018_000292.wav
Surprise,Datasets\ESD\0017\Surprise\0017_001560.wav
Neutral,Datasets\ESD\0015\Neutral\0015_000003.wav
Fear,Datasets\CREMA-D\1031_WSI_FEA_XX.wav
Neutral,Datasets\ESD\0013\Neutral\0013_000044.wav
Happiness,Datasets\ESD\0014\Happy\0014_000795.wav
Happiness,Datasets\ESD\0012\Happy\0012_000773.wav
Anger,Datasets\ASVP\ASVP5\03-01-05-02-99-21-02-02-02.wav
Neutral,Datasets\CREMA-D\1034_TIE_NEU_XX.wav
Neutral,Datasets\TESS\OAF_neutral\OAF_wife_neutral.wav
Disgust,Datasets\TESS\OAF_disgust\OAF_far_disgust.wav
Sadness,Datasets\CREMA-D\1065_DFA_SAD_XX.wav
Disgust,Datasets\CREMA-D\1017_IEO_DIS_HI.wav
Fear,Datasets\CREMA-D\1066_IWL_FEA_XX.wav
Sadness,Datasets\CREMA-D\1018_ITS_SAD_XX.wav
Neutral,Datasets\ESD\0015\Neutral\0015_000275.wav
Fear,Datasets\CREMA-D\1082_IEO_FEA_MD.wav
Anger,Datasets\ESD\0017\Angry\0017_000657.wav
Sadness,Datasets\ESD\0013\Sad\0013_001254.wav
Disgust,Datasets\TESS\OAF_disgust\OAF_germ_disgust.wav
Happiness,Datasets\CREMA-D\1040_TSI_HAP_XX.wav
Fear,Datasets\ASVP\ASVP3\03-01-06-01-01-100-02-01-02-16-06.wav
Neutral,Datasets\ASVP\ASVP5\03-01-02-01-01-46-02-02-02-01.wav
Fear,Datasets\TESS\YAF_fear\YAF_limb_fear.wav
Sadness,Datasets\ESD\0020\Sad\0020_001149.wav
Surprise,Datasets\ESD\0020\Surprise\0020_001476.wav
Surprise,Datasets\ESD\0020\Surprise\0020_001613.wav
Anger,Datasets\JL\female2_angry_12a_1.wav
Neutral,Datasets\ESD\0020\Neutral\0020_000221.wav
Happiness,Datasets\CREMA-D\1013_ITS_HAP_XX.wav
Anger,Datasets\ESD\0018\Angry\0018_000354.wav
Anger,Datasets\ESD\0016\Angry\0016_000607.wav
Neutral,Datasets\CREMA-D\1030_IWW_NEU_XX.wav
Surprise,Datasets\ESD\0011\Surprise\0011_001517.wav
Fear,Datasets\CREMA-D\1063_MTI_FEA_XX.wav
Anger,Datasets\CREMA-D\1082_IEO_ANG_HI.wav
Happiness,Datasets\ESD\0017\Happy\0017_000905.wav
Happiness,Datasets\ESD\0015\Happy\0015_000977.wav
Disgust,Datasets\CREMA-D\1004_IWL_DIS_XX.wav
Happiness,Datasets\ESD\0019\Happy\0019_000886.wav
Disgust,Datasets\RAVDESS\Actor_14\03-01-07-02-02-02-14.wav
Surprise,Datasets\ESD\0017\Surprise\0017_001624.wav
Disgust,Datasets\RAVDESS\Actor_22\03-01-07-02-02-02-22.wav
Neutral,Datasets\CREMA-D\1042_WSI_NEU_XX.wav
Anger,Datasets\ESD\0014\Angry\0014_000517.wav
Disgust,Datasets\CREMA-D\1058_ITH_DIS_XX.wav
Disgust,Datasets\TESS\YAF_disgust\YAF_moon_disgust.wav
Fear,Datasets\CREMA-D\1082_MTI_FEA_XX.wav
Anger,Datasets\ESD\0019\Angry\0019_000673.wav
Sadness,Datasets\ESD\0012\Sad\0012_001087.wav
Anger,Datasets\ESD\0018\Angry\0018_000619.wav
Neutral,Datasets\CREMA-D\1001_IWL_NEU_XX.wav
Anger,Datasets\CREMA-D\1021_WSI_ANG_XX.wav
Anger,Datasets\ESD\0013\Angry\0013_000559.wav
Fear,Datasets\RAVDESS\Actor_12\03-01-06-02-02-02-12.wav
Anger,Datasets\RAVDESS\Actor_15\03-01-05-02-01-01-15.wav
Happiness,Datasets\ESD\0013\Happy\0013_000828.wav
Surprise,Datasets\TESS\YAF_pleasant_surprised\YAF_rag_ps.wav
Sadness,Datasets\ESD\0012\Sad\0012_001127.wav
Anger,Datasets\ESD\0015\Angry\0015_000559.wav
Anger,Datasets\ESD\0018\Angry\0018_000632.wav
Anger,Datasets\JL\male1_angry_4b_2.wav
Anger,Datasets\TESS\OAF_angry\OAF_peg_angry.wav
Anger,Datasets\CREMA-D\1086_IWL_ANG_XX.wav
Neutral,Datasets\JL\male2_neutral_14a_1.wav
Fear,Datasets\CREMA-D\1011_IOM_FEA_XX.wav
Happiness,Datasets\ESD\0018\Happy\0018_000767.wav
Disgust,Datasets\TESS\OAF_disgust\OAF_chain_disgust.wav
Surprise,Datasets\ESD\0020\Surprise\0020_001592.wav
Anger,Datasets\ESD\0012\Angry\0012_000612.wav
Sadness,Datasets\ESD\0016\Sad\0016_001284.wav
Fear,Datasets\RAVDESS\Actor_07\03-01-06-02-02-01-07.wav
Disgust,Datasets\CREMA-D\1012_IWL_DIS_XX.wav
Surprise,Datasets\RAVDESS\Actor_03\03-01-08-02-01-02-03.wav
Happiness,Datasets\ASVP\ASVP5\03-01-03-01-11-68-02-02-02.wav
Disgust,Datasets\CREMA-D\1044_ITS_DIS_XX.wav
Fear,Datasets\CREMA-D\1072_MTI_FEA_XX.wav
Disgust,Datasets\CREMA-D\1066_ITS_DIS_XX.wav
Fear,Datasets\CREMA-D\1037_TIE_FEA_XX.wav
Sadness,Datasets\ESD\0011\Sad\0011_001201.wav
Surprise,Datasets\ESD\0018\Surprise\0018_001460.wav
Fear,Datasets\TESS\YAF_fear\YAF_juice_fear.wav
Sadness,Datasets\TESS\OAF_Sad\OAF_keg_sad.wav
Happiness,Datasets\ESD\0015\Happy\0015_000921.wav
Sadness,Datasets\JL\male1_sad_2a_2.wav
Disgust,Datasets\CREMA-D\1076_TAI_DIS_XX.wav
Anger,Datasets\ASVP\ASVP5\03-01-05-02-04-60-02-02-02-15-27.wav
Fear,Datasets\TESS\OAF_Fear\OAF_hurl_fear.wav
Fear,Datasets\CREMA-D\1036_TIE_FEA_XX.wav
Happiness,Datasets\ESD\0019\Happy\0019_000865.wav
Sadness,Datasets\CREMA-D\1038_IOM_SAD_XX.wav
Disgust,Datasets\CREMA-D\1016_ITS_DIS_XX.wav
Fear,Datasets\CREMA-D\1048_ITS_FEA_XX.wav
Disgust,Datasets\CREMA-D\1044_TIE_DIS_XX.wav
Happiness,Datasets\ESD\0019\Happy\0019_000746.wav
Neutral,Datasets\SAVEE\JK\n07.wav
Disgust,Datasets\ASVP\ASVP5\03-01-07-01-05-80-02-02-02.wav
Anger,Datasets\CREMA-D\1036_TAI_ANG_XX.wav
Surprise,Datasets\ESD\0020\Surprise\0020_001417.wav
Anger,Datasets\ESD\0020\Angry\0020_000445.wav
Surprise,Datasets\ASVP\ASVP5\03-01-08-01-08-93-02-02-02-06.wav
Fear,Datasets\SAVEE\DC\f03.wav
Sadness,Datasets\ESD\0020\Sad\0020_001238.wav
Disgust,Datasets\CREMA-D\1050_TAI_DIS_XX.wav
Disgust,Datasets\TESS\YAF_disgust\YAF_hire_disgust.wav
Neutral,Datasets\CREMA-D\1038_ITH_NEU_XX.wav
Surprise,Datasets\ESD\0020\Surprise\0020_001536.wav
Surprise,Datasets\ESD\0016\Surprise\0016_001746.wav
Sadness,Datasets\ESD\0019\Sad\0019_001173.wav
Surprise,Datasets\ESD\0019\Surprise\0019_001405.wav
Surprise,Datasets\ESD\0015\Surprise\0015_001668.wav
Disgust,Datasets\CREMA-D\1059_IOM_DIS_XX.wav
Neutral,Datasets\CREMA-D\1002_IEO_NEU_XX.wav
Fear,Datasets\CREMA-D\1005_TIE_FEA_XX.wav
Fear,Datasets\CREMA-D\1016_ITH_FEA_XX.wav
Neutral,Datasets\ESD\0014\Neutral\0014_000056.wav
Happiness,Datasets\ESD\0018\Happy\0018_000990.wav
Anger,Datasets\ESD\0017\Angry\0017_000488.wav
Surprise,Datasets\ESD\0016\Surprise\0016_001424.wav
Happiness,Datasets\CREMA-D\1085_IOM_HAP_XX.wav
Disgust,Datasets\CREMA-D\1045_DFA_DIS_XX.wav
Neutral,Datasets\ESD\0017\Neutral\0017_000026.wav
Anger,Datasets\ESD\0011\Angry\0011_000689.wav
Happiness,Datasets\CREMA-D\1038_IWL_HAP_XX.wav
Fear,Datasets\TESS\OAF_Fear\OAF_shall_fear.wav
Sadness,Datasets\RAVDESS\Actor_04\03-01-04-02-01-01-04.wav
Disgust,Datasets\CREMA-D\1060_TSI_DIS_XX.wav
Surprise,Datasets\RAVDESS\Actor_09\03-01-08-01-01-02-09.wav
Surprise,Datasets\ESD\0013\Surprise\0013_001465.wav
Anger,Datasets\ESD\0013\Angry\0013_000529.wav
Neutral,Datasets\ESD\0016\Neutral\0016_000104.wav
Fear,Datasets\TESS\YAF_fear\YAF_bite_fear.wav
Neutral,Datasets\ESD\0011\Neutral\0011_000260.wav
Anger,Datasets\ESD\0014\Angry\0014_000502.wav
Sadness,Datasets\ESD\0018\Sad\0018_001061.wav
Anger,Datasets\TESS\OAF_angry\OAF_date_angry.wav
Fear,Datasets\CREMA-D\1033_TIE_FEA_XX.wav
Surprise,Datasets\ESD\0018\Surprise\0018_001687.wav
Fear,Datasets\TESS\YAF_fear\YAF_hall_fear.wav
Sadness,Datasets\TESS\YAF_sad\YAF_love_sad.wav
Surprise,Datasets\ESD\0011\Surprise\0011_001645.wav
Disgust,Datasets\CREMA-D\1036_MTI_DIS_XX.wav
Sadness,Datasets\ESD\0015\Sad\0015_001338.wav
Disgust,Datasets\CREMA-D\1082_MTI_DIS_XX.wav
Anger,Datasets\ESD\0012\Angry\0012_000356.wav
Sadness,Datasets\CREMA-D\1024_TAI_SAD_XX.wav
Happiness,Datasets\ESD\0019\Happy\0019_000942.wav
Anger,Datasets\RAVDESS\Actor_19\03-01-05-02-02-01-19.wav
Surprise,Datasets\ESD\0018\Surprise\0018_001586.wav
Fear,Datasets\TESS\OAF_Fear\OAF_cheek_fear.wav
Sadness,Datasets\ESD\0011\Sad\0011_001189.wav
Disgust,Datasets\CREMA-D\1056_DFA_DIS_XX.wav
Fear,Datasets\CREMA-D\1074_ITH_FEA_XX.wav
Anger,Datasets\ESD\0014\Angry\0014_000380.wav
Disgust,Datasets\CREMA-D\1074_IOM_DIS_XX.wav
Anger,Datasets\ESD\0016\Angry\0016_000491.wav
Sadness,Datasets\RAVDESS-SONG\Actor_12\03-02-04-01-01-01-12.wav
Happiness,Datasets\ASVP\ASVP5\03-01-03-01-03-40-02-01-02-13-02.wav
Sadness,Datasets\ESD\0012\Sad\0012_001163.wav
Surprise,Datasets\TESS\OAF_Pleasant_surprise\OAF_dab_ps.wav
Disgust,Datasets\RAVDESS\Actor_05\03-01-07-01-02-01-05.wav
Anger,Datasets\CREMA-D\1048_IEO_ANG_LO.wav
Happiness,Datasets\ESD\0018\Happy\0018_000823.wav
Sadness,Datasets\ESD\0014\Sad\0014_001083.wav
Fear,Datasets\TESS\OAF_Fear\OAF_moon_fear.wav
Fear,Datasets\CREMA-D\1019_TAI_FEA_XX.wav
Fear,Datasets\CREMA-D\1022_ITS_FEA_XX.wav
Happiness,Datasets\ESD\0020\Happy\0020_000820.wav
Disgust,Datasets\RAVDESS\Actor_01\03-01-07-02-02-01-01.wav
Fear,Datasets\CREMA-D\1039_IOM_FEA_XX.wav
Happiness,Datasets\ESD\0020\Happy\0020_000803.wav
Happiness,Datasets\SAVEE\JK\h04.wav
Neutral,Datasets\ESD\0013\Neutral\0013_000204.wav
Surprise,Datasets\ESD\0011\Surprise\0011_001699.wav
Anger,Datasets\ESD\0020\Angry\0020_000490.wav
Neutral,Datasets\ESD\0011\Neutral\0011_000023.wav
Sadness,Datasets\CREMA-D\1006_IEO_SAD_MD.wav
Sadness,Datasets\ESD\0020\Sad\0020_001280.wav
Disgust,Datasets\RAVDESS\Actor_19\03-01-07-01-01-01-19.wav
Neutral,Datasets\JL\female2_neutral_6a_1.wav
Happiness,Datasets\ESD\0019\Happy\0019_000921.wav
Surprise,Datasets\ESD\0014\Surprise\0014_001474.wav
Sadness,Datasets\ESD\0019\Sad\0019_001205.wav
Anger,Datasets\ESD\0013\Angry\0013_000401.wav
Happiness,Datasets\ESD\0018\Happy\0018_001035.wav
Disgust,Datasets\CREMA-D\1055_IEO_DIS_LO.wav
Happiness,Datasets\ASVP\ASVP5\03-01-03-01-02-76-02-02-02.wav
Sadness,Datasets\ESD\0013\Sad\0013_001162.wav
Fear,Datasets\RAVDESS-SONG\Actor_16\03-02-06-01-02-02-16.wav
Surprise,Datasets\ESD\0017\Surprise\0017_001583.wav
Sadness,Datasets\ESD\0014\Sad\0014_001097.wav
Disgust,Datasets\CREMA-D\1016_TAI_DIS_XX.wav
Neutral,Datasets\ESD\0019\Neutral\0019_000117.wav
Anger,Datasets\ESD\0016\Angry\0016_000462.wav
Disgust,Datasets\RAVDESS\Actor_18\03-01-07-02-02-01-18.wav
Happiness,Datasets\ESD\0020\Happy\0020_001025.wav
Sadness,Datasets\CREMA-D\1010_ITS_SAD_XX.wav
Fear,Datasets\TESS\YAF_fear\YAF_take_fear.wav
Neutral,Datasets\ESD\0015\Neutral\0015_000099.wav
Neutral,Datasets\SAVEE\DC\n08.wav
Neutral,Datasets\ESD\0019\Neutral\0019_000030.wav
Happiness,Datasets\ESD\0011\Happy\0011_000852.wav
Fear,Datasets\ASVP\ASVP5\03-01-06-02-10-61-02-02-02.wav
Anger,Datasets\ESD\0015\Angry\0015_000472.wav
Neutral,Datasets\CREMA-D\1048_DFA_NEU_XX.wav
Happiness,Datasets\ESD\0011\Happy\0011_001044.wav
Neutral,Datasets\ESD\0020\Neutral\0020_000349.wav
Neutral,Datasets\ESD\0014\Neutral\0014_000208.wav
Sadness,Datasets\ESD\0016\Sad\0016_001069.wav
Disgust,Datasets\CREMA-D\1018_IEO_DIS_HI.wav
Disgust,Datasets\TESS\YAF_disgust\YAF_half_disgust.wav
Anger,Datasets\ESD\0019\Angry\0019_000515.wav
Surprise,Datasets\ESD\0015\Surprise\0015_001526.wav
Surprise,Datasets\ESD\0017\Surprise\0017_001441.wav
Sadness,Datasets\ESD\0016\Sad\0016_001307.wav
Sadness,Datasets\ESD\0016\Sad\0016_001193.wav
Surprise,Datasets\ESD\0020\Surprise\0020_001540.wav
Sadness,Datasets\ESD\0015\Sad\0015_001393.wav
Disgust,Datasets\CREMA-D\1055_IEO_DIS_HI.wav
Disgust,Datasets\ASVP\ASVP6\03-01-07-01-30-122-02-02-02-08.wav
Disgust,Datasets\CREMA-D\1017_IOM_DIS_XX.wav
Surprise,Datasets\ESD\0018\Surprise\0018_001556.wav
Surprise,Datasets\ESD\0013\Surprise\0013_001535.wav
Neutral,Datasets\CREMA-D\1015_ITS_NEU_XX.wav
Disgust,Datasets\CREMA-D\1019_IOM_DIS_XX.wav
Sadness,Datasets\ESD\0020\Sad\0020_001130.wav
Sadness,Datasets\ESD\0011\Sad\0011_001261.wav
Happiness,Datasets\CREMA-D\1081_IEO_HAP_LO.wav
Disgust,Datasets\CREMA-D\1021_IEO_DIS_HI.wav
Surprise,Datasets\TESS\OAF_Pleasant_surprise\OAF_calm_ps.wav
Surprise,Datasets\ESD\0017\Surprise\0017_001540.wav
Fear,Datasets\CREMA-D\1071_MTI_FEA_XX.wav
Surprise,Datasets\ESD\0019\Surprise\0019_001630.wav
Neutral,Datasets\ESD\0012\Neutral\0012_000174.wav
Disgust,Datasets\CREMA-D\1012_IEO_DIS_HI.wav
Sadness,Datasets\ESD\0011\Sad\0011_001367.wav
Fear,Datasets\CREMA-D\1031_TSI_FEA_XX.wav
Neutral,Datasets\ESD\0014\Neutral\0014_000213.wav
Disgust,Datasets\CREMA-D\1021_IEO_DIS_MD.wav
Sadness,Datasets\CREMA-D\1015_DFA_SAD_XX.wav
Neutral,Datasets\ASVP\ASVP6\03-01-02-01-30-122-02-02-02-02.wav
Surprise,Datasets\ESD\0019\Surprise\0019_001441.wav
Happiness,Datasets\CREMA-D\1091_IWL_HAP_XX.wav
Anger,Datasets\TESS\OAF_angry\OAF_white_angry.wav
Sadness,Datasets\CREMA-D\1052_TSI_SAD_XX.wav
Disgust,Datasets\CREMA-D\1044_IEO_DIS_MD.wav
